name;url;cards;max_scrolls;viewports
ES promo dome2305 (PPCES);https://www.pandasecurity.com/security-promotion/?reg=ES&lang=es&track=99526&campaign=dome2305&recommended=PDP&coupon=PPCES;4;1.5;both
